,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
211,PHYSICS65,0.7019230769230769,0.5185185185185185,0.7019230769230769,0.5185185185185185,104,27,0.5185185185185185,1.0,0.6829268292682926
212,CHEM31B,0.8032786885245902,0.8619528619528619,0.5207328833172613,0.6464646464646465,1037,297,0.8719211822660099,0.921875,0.8962025316455697
213,PHIL80,0.8326359832635983,0.7532467532467533,0.8326359832635983,0.7532467532467533,478,77,0.7532467532467533,1.0,0.8592592592592593
214,MATH20,0.5631364562118126,0.5374449339207048,0.5631364562118126,0.5374449339207048,982,227,0.5374449339207048,1.0,0.6991404011461317
215,PSYCH10,0.6592920353982301,0.8214285714285714,0.6592920353982301,0.8214285714285714,226,56,0.8214285714285714,1.0,0.9019607843137255
216,EE107,0.7974683544303798,0.6,0.7974683544303798,0.6,79,5,0.6,1.0,0.7499999999999999
217,STATS215,0.75,0.6666666666666666,0.75,0.6666666666666666,8,15,0.6666666666666666,1.0,0.8
218,EE178,0.7222222222222222,0.8484848484848485,0.7222222222222222,0.8484848484848485,108,33,0.8484848484848485,1.0,0.9180327868852458
219,EE109,0.88,1.0,0.88,1.0,25,4,1.0,1.0,1.0
220,ECON102B,0.5757575757575758,0.4928571428571429,0.5757575757575758,0.4928571428571429,429,140,0.4928571428571429,1.0,0.6602870813397129
221,ENGR62,0.7614678899082569,0.6666666666666666,0.7614678899082569,0.6666666666666666,109,6,0.6666666666666666,1.0,0.8
222,PHIL187,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,42,18,0.6666666666666666,1.0,0.8
